M;0;Pour toi, {prenom}, j'abandonnerais shopping, comédies romantiques et pyjama.
M;0;{prenom}, j’aime ton style, j’aime ta vibe, je veux un homme like U.
M;0;Pour toi, {prenom}, je suis prête à regarder l’intégral de Starwars en 1 seule fois.
M;0;{prenom}, Oui, tes blagues me font rire.
M;0;{prenom}, Zlatan a coté de toi, c’est un petit joueur.
M;0;Pour toi, {prenom} je veux bien apprendre la règle du hors-jeu.
M;0;{prenom}, tu es mon héros.
M;0;{prenom}, Brad Pitt ne t’arrive pas à la cheville
M;0;Pour toi, {prenom}, je veux bien me déguiser en Princesse Leïa.
M;0;T’es tellement craquant, {prenom}, que je veux bien qu’on le fasse avec une autre nana
M;0;C’est dingue, {prenom}, même le slip kangourou te va bien !
M;0;{prenom}, T’es mon viagra !
M;0;{prenom}, tu ne serais pas “le mois de février” des Dieux du Stade ?
M;0;Pour toi, {prenom}, je me mets au pole dance !
M;0;{prenom}, tu as un charme de fou
M;0;Quelle mine {prenom}, tu reviens de vacances_?
M;0;{prenom}, t’as un beau petit cul dans ce pantalon.
M;0;{prenom}, t’es carrément un bon coup !
M;0;{prenom} : quand tu veux / où tu veux!
M;0;{prenom} quand tu me fais l’amour j’ai l’impression que vous êtes 6.
M;0;{prenom}, ta beauté me fascine.
M;0;{prenom}, Chuck Noris ne t'arrive pas à la cheville !
M;0;{prenom}, Quand on te voit on se dit que Super Man n'est pas si super que ca..
M;0;{prenom}, y’a pas à chier t’as quand même un sacré charisme
M;0;{prenom}, à coté de toi David Beckham c’est un loser
M;0;{prenom}, bad boy tu sais qu' tu m' plais, je veux un homme like U
M;0;{prenom}, tu es le seul qui m’aille, je te le dis sans faille
M;0;{prenom}, si tu n’existais pas, il faudrait t’inventer
M;0;{prenom}, quand je suis avec toi, c’est mon anniversaire tous les jours
M;1;{prenom}, le seul point commun entre toi et George Clooney, c'est que tu bois du café
M;1;{prenom}, t’es tellement relou qu'on a donné ton nom à un calmant
M;1;{prenom}, tu fais l'amour comme tu cuis ton steak, 3 minutes de chaque côté.
M;1;{prenom}, un signe de toi c’est déjà trop
M;1;Dis-moi {prenom}, c’est de la pizza ou des boutons sur tes joues ?
M;1;Non vraiment, {prenom}, le mono sourcil ne sera jamais à la mode.
M;1;Ce teint rougeôt, {prenom}, c’est de la timidité ou l’alcool ?
M;1;{prenom}, t’es plus aware que Jean-Claude Vandamne !
M;1;Ah si tu pouvais fermer ta g***, merci {prenom}.
M;1;Heureusement qu’on se parle via facebook {prenom}, parceque bucalement c’est limite.
M;1;Tu es tellement beau {prenom}… BLAGUE DU JOUR !!!
M;1;{prenom}, c’est marrant, t’as des faux airs d’Émile Louis.
M;1;{prenom}, Halloween c ‘est qu’à la fin du mois
M;1;{prenom}, lève toi que je te regarde. Ahhh tu es debout !
M;1;{prenom}, elle t’a dit que la taille ça compte pas. C’est faux. 
M;1;{prenom}, c’est marrant ce champs de poireaux sur ta gueule.
M;1;{prenom}, sérieux tu fais un peu pitié.
M;1;prenom}, c’est fou comme tu ressembles à rien.
M;1;{prenom}, tu joues un peu les figurants dans ma vie.
M;1;{prenom}, t’es un peu inutile non?
M;1;{prenom}, t’es tue l’amour.
M;1;{prenom}, t’as pensé à acheter du déo ?
M;1;{prenom}, si La Fontaine t’avait connu, il aurait écrit une fable avec un blaireau.
M;1;{prenom}, tu es la doublure de Passe-Partout
M;1;{prenom}, vu ta tête, c’est sûr que tu portes pas de masque pour Halloween
M;1;{prenom}, c’est marrant tes boutons sur la gueule, quand on les relie ça fait un dessin.
M;1;{prenom}, entre-nous, c’est quand même un prénom de merde.
M;1;{prenom}, tu connais un truc super qui s’appelle le déo ?
M;1;{prenom}, je n’aimerais pas être dans ta tête, j’ai bien trop peur du vide !
M;1;{prenom}, si les cons étaient en promo… tu serais tête de gondole!
M;1;{prenom}, tes parents ont perdu un pari pour être si moche ?
M;1;{prenom}, c’est dingue, comment peut-on puer autant ?
M;1;{prenom}, t’as été bercé trop prêt du mur.
M;1;{prenom}, c’est normal que t’aies la coupe d’un playmobile ?
M;1;{prenom}, c’est marrant on dirait que tes yeux jouent aux billes.
M;1;{prenom}, t’as un oeil qui dit merde à l’autre
M;1;{prenom}, tu ressembles à un point noir
M;1;{prenom}, t’es tellement gros que t’as plus de cou
M;1;{prenom}, t’as pensé à porter un soutif ?
M;1;{prenom}, ta tête ressemble à un moignon.
F;0;{prenom}, j’aime ton style, j’aime ta vibe, je veux une femme like U
F;0;Pour toi, {prenom}, on abandonnerait foot, bière et jeux vidéos
F;0;{prenom}, tu as la grâce de la panthère, la fougue du pur-sang mais la douceur du lionceau
F;0;{prenom}, tu es belle même au réveil
F;0;{prenom}, tu es ma rockstar baby
F;0;{prenom}, même le jogging te va bien
F;0;{prenom}, si le monde pouvait être comme toi, il serait plus beau
F;0;{prenom},  tu es mon nord, mon sud, mon est et mon ouest
F;0;Tu m'inspires tellement que j'aimerais savoir chanter pour toi {prenom}
F;0;{prenom}, tu es la seule que je présenterais à ma mère
F;0;Tu es le soleil de ma vie, {prenom}. mon cofidis à moi !.
F;0;Pour toi, {prenom}, j’apprendrai toute la chorégraphie de Dirty Dancing.
F;0;Pour toi, {prenom}, je pourrais regarder toutes les saisons de Glee.
F;0;{prenom}, t’es aussi bonne que toutes les Pussy Cat Dolls réunies.
F;0;{prenom}, si ta boss est si horrible avec toi c’est juste qu’elle est jalouse.
F;0;{prenom}, tu es mon héroïne.
F;0;{prenom}, prépare ton sac, on part.
F;0;{prenom}, à mes yeux, tu es parfaite.
F;0;{prenom}, t’es grave bonne.
F;0;{prenom}, tu es une femme d’exception.
F;0;{prenom}, un rien ne t’habille.
F;0;{prenom}, tu es la plus belle de tout l’openspace.
F;0;{prenom}, tes joues, on dirait deux petites pommes d'amour.
F;0;{prenom}, t’as un beau petit cul dans ce pantalon. 
F;0;{prenom}, ta beauté me fascine.
F;0;{prenom}, je t’aime comme un fou, comme un soldat.
F;0;{prenom}, je t’aime comme une star de cinéma.
F;0;{prenom}, je t’aime tout simplement.
F;0;{prenom}, comment ne pas t’aimer ?
F;0;{prenom}, ce que j’aime, c’est ton naturel.
F;0;{prenom}, quand tu me regardes, je perds mes moyens.
F;0;{prenom}, si tu n'existais pas, dis-moi pourquoi j'existerais ?
F;0;{prenom}, tu es encore plus mignonne qu’un bébé chat.
F;0;{prenom}, je t'appellerais tous les jours rien que pour entendre ta voix.
F;0;{prenom}, t’es la plus bonne que la plus bonnes de toute mes copines.
F;0;{prenom}, tu es la seule qui m’aille, je te le dis sans faille.
F;0;{prenom}, tu es ma Rose, je suis ton Jack.
F;1;{prenom}, ce fond de teint orange pétant te va à ravir
F;1;{prenom}, tu fais l'amour comme tu cuis ton steak, 3 minutes de chaque côté.
F;1;{prenom}, t’as même de la cellulite sur la joue
F;1;{prenom}, Halloween, c ‘est qu’à la fin du mois
F;1;C’est moi, ou tu es vraiment conne {prenom}
F;1;{prenom}, lève toi que je te regarde. Ahhh tu es debout !
F;1;{prenom}, la moustache revient à la mode...mais chez les mecs.
F;1;{prenom}, t’as la peau qui luit. Tu t’es lavée avec du beurre ?
F;1;{prenom}, tes dents sont tellement jaunes que quand tu mets du rouge a lèvre ça fait le drapeau de l’Espagne.
F;1;{prenom}, ferme la bouche, t’as des chicos
F;1;{prenom}, si on te laisse la place assise dans le bus, c’est pas par politesse.
F;1;{prenom}, vu ta tête, c’est sûr que tu portes pas de masque pour Halloween
F;1;{prenom} tu pourrais être belle et rebelle, mais t’es moche et remoche
F;1;{prenom}, on va éviter le relooking et directement passer à la chirurgie.
F;1;{prenom}, si La Fontaine t’avait connu, il aurait écrit une fable avec un blaireau.
F;1;{prenom}, je n’aimerais pas être dans ta tête, j’ai bien trop peur du vide !
F;1;{prenom}, si les cons étaient en promo… tu serais tête de gondole!
F;1;{prenom}, tes parents ont perdu un pari pour être si moche ?
F;1;{prenom}, tes potes vont t’offrir un rasoir pour ton anniv’
F;1;{prenom}, c’est normal que t’aies la coupe d’un playmobil ?
F;1;{prenom}, tes seins poussent quand ?
F;1;{prenom}, t’as quand même un gros cul
F;1;{prenom}, t’es comment dire... gentille.
F;1;{prenom}, t’as été bercée trop prêt du mur.
F;1;{prenom}, c’est con t’as plus la peau d’orange que le teint de pêche.
F;1;{prenom}, c’est marrant tes boutons sur la gueule, quand on les relie ça fait un dessin.
F;1;{prenom}, entre-nous, c’est quand même un prénom de merde.
F;1;{prenom}, t’as un beau cul...de jatte..
F;1;{prenom}, putain tu t’es vraiment fait plaiz pendant les vacances...
F;1;{prenom}, tu t’es quand même maquillée comme une pute aujourd’hui.
F;1;{prenom}, tu t’es maquillée dans le noir?
F;1;{prenom}, pourquoi tu t’obstines à mettre du XS quand tu fais du XL ?
F;1;{prenom}, j’en parlais avec tes potes, on arrive pas à savoir si t’es conne ou si tu le fais exprès.
F;1;{prenom}, c’est quoi ton secret pour être aussi...moche ?
F;1;{prenom}, j’ai un diner de moches demain tu veux venir ?
F;1;{prenom}, y’a pas à dire, tu ressembles quand même à un bonhomme.
F;1;{prenom}, les poils c’est pour te tenir chaud ?
F;1;{prenom}, t’as un truc dans les dents..ah non pardon c’est une dent en fait.
F;1;{prenom}, sympa ton piercing ! Ah non pardon c’est un bouton.
F;1;{prenom}, c’est quand même ouf d’avoir du poil sur les seins.
F;1;{prenom}, t’as pensé à faire du rugby ?
F;1;{prenom}, vu ton physique, ça doit pas être facile tous les jours pour toi.
F;1;{prenom}, t’as pensé à la chirurgie réparatrice ?
F;1;{prenom}, c’est marrant, on dirait que ton visage fond.
F;1;{prenom}, la prochaine fois, va chez ton coiffeur pour la couleur !
F;1;{prenom}, tu ressembles à une cagole en fin de soirée
F;1;{prenom}, ce que j’aime bien chez toi, c’est tes copines.
F;1;{prenom}, tu es aussi bien organisée que l’intérieur de ton sac
F;1;{prenom}, tu devrais t’inscrire à Belle toute nue
F;1;{prenom}, ton fond de teint, tu l’achètes en gros ?
